ID WHO city,Region,iso3,Country,City/Town,"Annual mean, ug/m3",Year,Number and type of monitoring stations (PM10),note on converted PM10,"Annual mean, ug/m3",Year,Number and type of monitoring stations (PM2.5),note on converted PM2.5,Temporal coverage,for air quality,
2650,Amr HI,USA,United States of America,"Burns,Harney,OR",16.6222997497,2014,-,converted from PM2.5,9,2014,"1 station, NA",measured data,PM10: NA, PM2.5:<75%,Environmental Protection Agency (EPA)
2651,Amr HI,USA,United States of America,"Butte-Silver Bow, MT",16.8069919691,2014,-,converted from PM2.5,9.1,2014,"1 station, NA",measured data,PM10: NA, PM2.5:<75%,Environmental Protection Agency (EPA)
2652,Amr HI,USA,United States of America,"Cadillac, MI",10.3427642887,2014,-,converted from PM2.5,5.6,2014,"1 station, NA",measured data,PM10: NA, PM2.5:<75%,Environmental Protection Agency (EPA)
2653,Amr HI,USA,United States of America,"Cambridge, MD",15.8835308719,2014,-,converted from PM2.5,8.6,2014,"1 station, NA",measured data,PM10: NA, PM2.5:<75%,Environmental Protection Agency (EPA)
2654,Amr HI,USA,United States of America,"Candor,Montgomery,NC",16.9916841886,2014,-,converted from PM2.5,9.2,2014,"1 station, NA",measured data,PM10: NA, PM2.5:<75%,Environmental Protection Agency (EPA)
2655,Amr HI,USA,United States of America,"Canton-Massillon, OH",20.5008363579,2014,-,converted from PM2.5,11.1,2014,"2 stations, NA",measured data,PM10: NA, PM2.5:<75%,Environmental Protection Agency (EPA)
2656,Amr HI,USA,United States of America,"Cape Coral-Fort Myers, FL",11.0815331664,2014,-,converted from PM2.5,6,2014,"1 station, NA",measured data,PM10: NA, PM2.5:<75%,Environmental Protection Agency (EPA)
2657,Amr HI,USA,United States of America,"Carson City, NV",10.1580720692,2014,-,converted from PM2.5,5.5,2014,"1 station, NA",measured data,PM10: NA, PM2.5:<75%,Environmental Protection Agency (EPA)
2658,Amr HI,USA,United States of America,"Cedar Rapids, IA",17.9151452858,2014,-,converted from PM2.5,9.7,2014,"1 station, NA",measured data,PM10: NA, PM2.5:<75%,Environmental Protection Agency (EPA)
2659,Amr HI,USA,United States of America,"Charleston, WV",17.3610686274,2014,-,converted from PM2.5,9.4,2014,"2 stations, NA",measured data,PM10: NA, PM2.5:<75%,Environmental Protection Agency (EPA)
2660,Amr HI,USA,United States of America,"Charleston-North Charleston, SC",16.2529153108,2014,-,converted from PM2.5,8.8,2014,"1 station, NA",measured data,PM10: NA, PM2.5:<75%,Environmental Protection Agency (EPA)
2661,Amr HI,USA,United States of America,"Charlotte-Gastonia-Concord, NC-SC",16.1143961462,2014,-,converted from PM2.5,8.725,2014,"4 stations, NA",measured data,PM10: NA, PM2.5:<75%,Environmental Protection Agency (EPA)
2662,Amr HI,USA,United States of America,"Charlottesville, VA",13.6672242386,2014,-,converted from PM2.5,7.4,2014,"1 station, NA",measured data,PM10: NA, PM2.5:<75%,Environmental Protection Agency (EPA)
2663,Amr HI,USA,United States of America,"Chattanooga, TN-GA",17.0840302983,2014,-,converted from PM2.5,9.25,2014,"4 stations, NA",measured data,PM10: NA, PM2.5:<75%,Environmental Protection Agency (EPA)
2664,Amr HI,USA,United States of America,"Cheyenne, WY",6.7412660096,2014,-,converted from PM2.5,3.65,2014,"2 stations, NA",measured data,PM10: NA, PM2.5:<75%,Environmental Protection Agency (EPA)
2665,Amr HI,USA,United States of America,"Chicago-Naperville-Joliet, IL-IN-WI",21.5351127868,2014,-,converted from PM2.5,11.66,2014,"5 stations, NA",measured data,PM10: NA, PM2.5:<75%,Environmental Protection Agency (EPA)
2666,Amr HI,USA,United States of America,"Chico, CA",16.2529153108,2014,-,converted from PM2.5,8.8,2014,"1 station, NA",measured data,PM10: NA, PM2.5:<75%,Environmental Protection Agency (EPA)
2667,Amr HI,USA,United States of America,"Cincinnati-Middletown, OH-KY-IN",19.1341139341,2014,-,converted from PM2.5,10.36,2014,"5 stations, NA",measured data,PM10: NA, PM2.5:<75%,Environmental Protection Agency (EPA)
2668,Amr HI,USA,United States of America,"Clarksburg, WV",16.0682230913,2014,-,converted from PM2.5,8.7,2014,"1 station, NA",measured data,PM10: NA, PM2.5:<75%,Environmental Protection Agency (EPA)
2669,Amr HI,USA,United States of America,"Clarksville, TN-KY",17.5457608469,2014,-,converted from PM2.5,9.5,2014,"1 station, NA",measured data,PM10: NA, PM2.5:<75%,Environmental Protection Agency (EPA)
2670,Amr HI,USA,United States of America,"Clearlake, CA",7.7570732165,2014,-,converted from PM2.5,4.2,2014,"1 station, NA",measured data,PM10: NA, PM2.5:<75%,Environmental Protection Agency (EPA)
2671,Amr HI,USA,United States of America,"Cleveland-Elyria-Mentor, OH",18.9969139996,2014,-,converted from PM2.5,10.2857142857,2014,"7 stations, NA",measured data,PM10: NA, PM2.5:<75%,Environmental Protection Agency (EPA)
2672,Amr HI,USA,United States of America,"Clinton, IA",19.2079908218,2014,-,converted from PM2.5,10.4,2014,"1 station, NA",measured data,PM10: NA, PM2.5:<75%,Environmental Protection Agency (EPA)
2673,Amr HI,USA,United States of America,"Colorado Springs, CO",10.7121487276,2014,-,converted from PM2.5,5.8,2014,"1 station, NA",measured data,PM10: NA, PM2.5:<75%,Environmental Protection Agency (EPA)
2674,Amr HI,USA,United States of America,"Columbia, SC",17.4534147372,2014,-,converted from PM2.5,9.45,2014,"2 stations, NA",measured data,PM10: NA, PM2.5:<75%,Environmental Protection Agency (EPA)
2675,Amr HI,USA,United States of America,"Columbia, TN",15.6988386525,2014,-,converted from PM2.5,8.5,2014,"1 station, NA",measured data,PM10: NA, PM2.5:<75%,Environmental Protection Agency (EPA)
2676,Amr HI,USA,United States of America,"Columbus, GA-AL",18.838606383,2014,-,converted from PM2.5,10.2,2014,"4 stations, NA",measured data,PM10: NA, PM2.5:<75%,Environmental Protection Agency (EPA)
2677,Amr HI,USA,United States of America,"Columbus, OH",19.269554895,2014,-,converted from PM2.5,10.4333333333,2014,"3 stations, NA",measured data,PM10: NA, PM2.5:<75%,Environmental Protection Agency (EPA)
2678,Amr HI,USA,United States of America,"Colusa,Colusa,CA",13.2978397997,2014,-,converted from PM2.5,7.2,2014,"1 station, NA",measured data,PM10: NA, PM2.5:<75%,Environmental Protection Agency (EPA)
2679,Amr HI,USA,United States of America,"Concord, NH",12.0049942637,2014,-,converted from PM2.5,6.5,2014,"1 station, NA",measured data,PM10: NA, PM2.5:<75%,Environmental Protection Agency (EPA)
2680,Amr HI,USA,United States of America,"Cookeville, TN",16.2529153108,2014,-,converted from PM2.5,8.8,2014,"1 station, NA",measured data,PM10: NA, PM2.5:<75%,Environmental Protection Agency (EPA)
2681,Amr HI,USA,United States of America,"Corning, NY",11.2662253859,2014,-,converted from PM2.5,6.1,2014,"1 station, NA",measured data,PM10: NA, PM2.5:<75%,Environmental Protection Agency (EPA)
2682,Amr HI,USA,United States of America,"Corpus Christi, TX",17.6381069566,2014,-,converted from PM2.5,9.55,2014,"2 stations, NA",measured data,PM10: NA, PM2.5:<75%,Environmental Protection Agency (EPA)
2683,Amr HI,USA,United States of America,"Cortina Indian Rancheria,Colusa,CA",12.559070922,2014,-,converted from PM2.5,6.8,2014,"1 station, NA",measured data,PM10: NA, PM2.5:<75%,Environmental Protection Agency (EPA)
2684,Amr HI,USA,United States of America,"Crossett,Ashley,AR",16.0682230913,2014,-,converted from PM2.5,8.7,2014,"1 station, NA",measured data,PM10: NA, PM2.5:<75%,Environmental Protection Agency (EPA)
2685,Amr HI,USA,United States of America,"Dale,Spencer,IN",19.9467596996,2014,-,converted from PM2.5,10.8,2014,"1 station, NA",measured data,PM10: NA, PM2.5:<75%,Environmental Protection Agency (EPA)
2686,Amr HI,USA,United States of America,"Dallas-Fort Worth-Arlington, TX",18.4692219441,2014,-,converted from PM2.5,10,2014,"5 stations, NA",measured data,PM10: NA, PM2.5:<75%,Environmental Protection Agency (EPA)
2687,Amr HI,USA,United States of America,"Daphne-Fairhope-Foley, AL",16.4376075302,2014,-,converted from PM2.5,8.9,2014,"1 station, NA",measured data,PM10: NA, PM2.5:<75%,Environmental Protection Agency (EPA)
2688,Amr HI,USA,United States of America,"Davenport-Moline-Rock Island, IA-IL",18.1921836149,2014,-,converted from PM2.5,9.85,2014,"2 stations, NA",measured data,PM10: NA, PM2.5:<75%,Environmental Protection Agency (EPA)
2689,Amr HI,USA,United States of America,"Dayton, OH",17.4534147372,2014,-,converted from PM2.5,9.45,2014,"2 stations, NA",measured data,PM10: NA, PM2.5:<75%,Environmental Protection Agency (EPA)
2690,Amr HI,USA,United States of America,"Decatur, AL",17.176376408,2014,-,converted from PM2.5,9.3,2014,"1 station, NA",measured data,PM10: NA, PM2.5:<75%,Environmental Protection Agency (EPA)
2691,Amr HI,USA,United States of America,"Denver-Aurora, CO",13.033993772,2014,-,converted from PM2.5,7.0571428571,2014,"7 stations, NA",measured data,PM10: NA, PM2.5:<75%,Environmental Protection Agency (EPA)
2692,Amr HI,USA,United States of America,"Des Moines-West Des Moines, IA",15.514146433,2014,-,converted from PM2.5,8.4,2014,"2 stations, NA",measured data,PM10: NA, PM2.5:<75%,Environmental Protection Agency (EPA)
2693,Amr HI,USA,United States of America,"Detroit Lakes,Becker,MN",12.7437631414,2014,-,converted from PM2.5,6.9,2014,"1 station, NA",measured data,PM10: NA, PM2.5:<75%,Environmental Protection Agency (EPA)
2694,Amr HI,USA,United States of America,"Detroit-Warren-Livonia, MI",18.3013199264,2014,-,converted from PM2.5,9.9090909091,2014,"11 stations, NA",measured data,PM10: NA, PM2.5:<75%,Environmental Protection Agency (EPA)
2695,Amr HI,USA,United States of America,"Dickinson, ND",7.7570732165,2014,-,converted from PM2.5,4.2,2014,"1 station, NA",measured data,PM10: NA, PM2.5:<75%,Environmental Protection Agency (EPA)
2696,Amr HI,USA,United States of America,"Dover, DE",15.1447619941,2014,-,converted from PM2.5,8.2,2014,"2 stations, NA",measured data,PM10: NA, PM2.5:<75%,Environmental Protection Agency (EPA)
2697,Amr HI,USA,United States of America,"Duluth, MN-WI",12.6206349951,2014,-,converted from PM2.5,6.8333333333,2014,"3 stations, NA",measured data,PM10: NA, PM2.5:<75%,Environmental Protection Agency (EPA)
2698,Amr HI,USA,United States of America,"Durham, NC",14.4059931164,2014,-,converted from PM2.5,7.8,2014,"1 station, NA",measured data,PM10: NA, PM2.5:<75%,Environmental Protection Agency (EPA)
2699,Amr HI,USA,United States of America,"Dyersburg, TN",16.8069919691,2014,-,converted from PM2.5,9.1,2014,"1 station, NA",measured data,PM10: NA, PM2.5:<75%,Environmental Protection Agency (EPA)
2700,Amr HI,USA,United States of America,"East Stroudsburg, PA",16.2529153108,2014,-,converted from PM2.5,8.8,2014,"1 station, NA",measured data,PM10: NA, PM2.5:<75%,Environmental Protection Agency (EPA)
2701,Amr HI,USA,United States of America,"Eau Claire, WI",15.1447619941,2014,-,converted from PM2.5,8.2,2014,"1 station, NA",measured data,PM10: NA, PM2.5:<75%,Environmental Protection Agency (EPA)
2702,Amr HI,USA,United States of America,"El Centro, CA",18.9001704561,2014,-,converted from PM2.5,10.2333333333,2014,"3 stations, NA",measured data,PM10: NA, PM2.5:<75%,Environmental Protection Agency (EPA)
2703,Amr HI,USA,United States of America,"El Dorado, AR",16.6222997497,2014,-,converted from PM2.5,9,2014,"1 station, NA",measured data,PM10: NA, PM2.5:<75%,Environmental Protection Agency (EPA)
2704,Amr HI,USA,United States of America,"El Paso, TX",16.6222997497,2014,-,converted from PM2.5,9,2014,"2 stations, NA",measured data,PM10: NA, PM2.5:<75%,Environmental Protection Agency (EPA)
2705,Amr HI,USA,United States of America,"Elizabethtown, KY",19.2079908218,2014,-,converted from PM2.5,10.4,2014,"1 station, NA",measured data,PM10: NA, PM2.5:<75%,Environmental Protection Agency (EPA)
2706,Amr HI,USA,United States of America,"Elkhart-Goshen, IN",27.8885251356,2014,-,converted from PM2.5,15.1,2014,"1 station, NA",measured data,PM10: NA, PM2.5:<75%,Environmental Protection Agency (EPA)
2707,Amr HI,USA,United States of America,"Emmetsburg,Palo Alto,IA",14.4059931164,2014,-,converted from PM2.5,7.8,2014,"1 station, NA",measured data,PM10: NA, PM2.5:<75%,Environmental Protection Agency (EPA)
2708,Amr HI,USA,United States of America,"Erie, PA",19.9467596996,2014,-,converted from PM2.5,10.8,2014,"1 station, NA",measured data,PM10: NA, PM2.5:<75%,Environmental Protection Agency (EPA)
2709,Amr HI,USA,United States of America,"Eugene-Springfield, OR",13.9257933458,2014,-,converted from PM2.5,7.54,2014,"5 stations, NA",measured data,PM10: NA, PM2.5:<75%,Environmental Protection Agency (EPA)
2710,Amr HI,USA,United States of America,"Eureka-Arcata-Fortuna, CA",7.8494193262,2014,-,converted from PM2.5,4.25,2014,"2 stations, NA",measured data,PM10: NA, PM2.5:<75%,Environmental Protection Agency (EPA)
2711,Amr HI,USA,United States of America,"Evansville, IN-KY",20.9625669065,2014,-,converted from PM2.5,11.35,2014,"4 stations, NA",measured data,PM10: NA, PM2.5:<75%,Environmental Protection Agency (EPA)
2712,Amr HI,USA,United States of America,"Fairbanks, AK",19.0232986024,2014,-,converted from PM2.5,10.3,2014,"2 stations, NA",measured data,PM10: NA, PM2.5:<75%,Environmental Protection Agency (EPA)
2713,Amr HI,USA,United States of America,"Fairmont, WV",17.5457608469,2014,-,converted from PM2.5,9.5,2014,"1 station, NA",measured data,PM10: NA, PM2.5:<75%,Environmental Protection Agency (EPA)
2714,Amr HI,USA,United States of America,"Fargo, ND-MN",9.0499187526,2014,-,converted from PM2.5,4.9,2014,"1 station, NA",measured data,PM10: NA, PM2.5:<75%,Environmental Protection Agency (EPA)
2715,Amr HI,USA,United States of America,"Farmington, NM",6.8336121193,2014,-,converted from PM2.5,3.7,2014,"1 station, NA",measured data,PM10: NA, PM2.5:<75%,Environmental Protection Agency (EPA)
2716,Amr HI,USA,United States of America,"Fayetteville, NC",16.4376075302,2014,-,converted from PM2.5,8.9,2014,"1 station, NA",measured data,PM10: NA, PM2.5:<75%,Environmental Protection Agency (EPA)
2717,Amr HI,USA,United States of America,"Fayetteville-Springdale-Rogers, AR-MO",16.0682230913,2014,-,converted from PM2.5,8.7,2014,"1 station, NA",measured data,PM10: NA, PM2.5:<75%,Environmental Protection Agency (EPA)
2718,Amr HI,USA,United States of America,"Flint, MI",16.4376075302,2014,-,converted from PM2.5,8.9,2014,"1 station, NA",measured data,PM10: NA, PM2.5:<75%,Environmental Protection Agency (EPA)
2719,Amr HI,USA,United States of America,"Florence, SC",17.3610686274,2014,-,converted from PM2.5,9.4,2014,"1 station, NA",measured data,PM10: NA, PM2.5:<75%,Environmental Protection Agency (EPA)
2720,Amr HI,USA,United States of America,"Florence-Muscle Shoals, AL",17.3610686274,2014,-,converted from PM2.5,9.4,2014,"1 station, NA",measured data,PM10: NA, PM2.5:<75%,Environmental Protection Agency (EPA)
2721,Amr HI,USA,United States of America,"Fort Collins-Loveland, CO",12.0049942637,2014,-,converted from PM2.5,6.5,2014,"1 station, NA",measured data,PM10: NA, PM2.5:<75%,Environmental Protection Agency (EPA)
2722,Amr HI,USA,United States of America,"Fort Madison-Keokuk, IA-MO",19.7620674802,2014,-,converted from PM2.5,10.7,2014,"1 station, NA",measured data,PM10: NA, PM2.5:<75%,Environmental Protection Agency (EPA)
2723,Amr HI,USA,United States of America,"Fort Smith, AR-OK",17.176376408,2014,-,converted from PM2.5,9.3,2014,"1 station, NA",measured data,PM10: NA, PM2.5:<75%,Environmental Protection Agency (EPA)
2724,Amr HI,USA,United States of America,"Fort Wayne, IN",20.9625669065,2014,-,converted from PM2.5,11.35,2014,"2 stations, NA",measured data,PM10: NA, PM2.5:<75%,Environmental Protection Agency (EPA)
2725,Amr HI,USA,United States of America,"Fresno, CA",27.9500892087,2014,-,converted from PM2.5,15.1333333333,2014,"3 stations, NA",measured data,PM10: NA, PM2.5:<75%,Environmental Protection Agency (EPA)
2726,Amr HI,USA,United States of America,"Gainesville, GA",16.4376075302,2014,-,converted from PM2.5,8.9,2014,"1 station, NA",measured data,PM10: NA, PM2.5:<75%,Environmental Protection Agency (EPA)
2727,Amr HI,USA,United States of America,"Gardnerville Ranchos, NV",15.1447619941,2014,-,converted from PM2.5,8.2,2014,"1 station, NA",measured data,PM10: NA, PM2.5:<75%,Environmental Protection Agency (EPA)
2728,Amr HI,USA,United States of America,"Gillette, WY",7.941765436,2014,-,converted from PM2.5,4.3,2014,"3 stations, NA",measured data,PM10: NA, PM2.5:<75%,Environmental Protection Agency (EPA)
2729,Amr HI,USA,United States of America,"Goldsboro, NC",22.3477585523,2014,-,converted from PM2.5,12.1,2014,"1 station, NA",measured data,PM10: NA, PM2.5:<75%,Environmental Protection Agency (EPA)
2730,Amr HI,USA,United States of America,"Gordon,Wilkinson,GA",20.131451919,2014,-,converted from PM2.5,10.9,2014,"1 station, NA",measured data,PM10: NA, PM2.5:<75%,Environmental Protection Agency (EPA)
2731,Amr HI,USA,United States of America,"Grand Island, NE",12.0049942637,2014,-,converted from PM2.5,6.5,2014,"1 station, NA",measured data,PM10: NA, PM2.5:<75%,Environmental Protection Agency (EPA)
2732,Amr HI,USA,United States of America,"Grand Junction, CO",13.6672242386,2014,-,converted from PM2.5,7.4,2014,"1 station, NA",measured data,PM10: NA, PM2.5:<75%,Environmental Protection Agency (EPA)
2733,Amr HI,USA,United States of America,"Grand Rapids-Wyoming, MI",17.9151452858,2014,-,converted from PM2.5,9.7,2014,"2 stations, NA",measured data,PM10: NA, PM2.5:<75%,Environmental Protection Agency (EPA)
2734,Amr HI,USA,United States of America,"Grants Pass, OR",13.6672242386,2014,-,converted from PM2.5,7.4,2014,"1 station, NA",measured data,PM10: NA, PM2.5:<75%,Environmental Protection Agency (EPA)
2735,Amr HI,USA,United States of America,"Greeley, CO",14.4059931164,2014,-,converted from PM2.5,7.8,2014,"2 stations, NA",measured data,PM10: NA, PM2.5:<75%,Environmental Protection Agency (EPA)
2736,Amr HI,USA,United States of America,"Green Bay, WI",16.8069919691,2014,-,converted from PM2.5,9.1,2014,"1 station, NA",measured data,PM10: NA, PM2.5:<75%,Environmental Protection Agency (EPA)
2737,Amr HI,USA,United States of America,"Greensboro-High Point, NC",15.2371081039,2014,-,converted from PM2.5,8.25,2014,"2 stations, NA",measured data,PM10: NA, PM2.5:<75%,Environmental Protection Agency (EPA)
2738,Amr HI,USA,United States of America,"Greenville, NC",14.4059931164,2014,-,converted from PM2.5,7.8,2014,"1 station, NA",measured data,PM10: NA, PM2.5:<75%,Environmental Protection Agency (EPA)
2739,Amr HI,USA,United States of America,"Greenville-Mauldin-Easley, SC",16.8069919691,2014,-,converted from PM2.5,9.1,2014,"1 station, NA",measured data,PM10: NA, PM2.5:<75%,Environmental Protection Agency (EPA)
2740,Amr HI,USA,United States of America,"Gulfport-Biloxi, MS",16.8069919691,2014,-,converted from PM2.5,9.1,2014,"2 stations, NA",measured data,PM10: NA, PM2.5:<75%,Environmental Protection Agency (EPA)
2741,Amr HI,USA,United States of America,"Hagerstown-Martinsburg, MD-WV",17.5457608469,2014,-,converted from PM2.5,9.5,2014,"2 stations, NA",measured data,PM10: NA, PM2.5:<75%,Environmental Protection Agency (EPA)
2742,Amr HI,USA,United States of America,"Hamilton,Ravalli,MT",14.2213008969,2014,-,converted from PM2.5,7.7,2014,"1 station, NA",measured data,PM10: NA, PM2.5:<75%,Environmental Protection Agency (EPA)
2743,Amr HI,USA,United States of America,"Hammond, LA",14.7753775553,2014,-,converted from PM2.5,8,2014,"1 station, NA",measured data,PM10: NA, PM2.5:<75%,Environmental Protection Agency (EPA)
2744,Amr HI,USA,United States of America,"Hanford-Corcoran, CA",30.381870098,2014,-,converted from PM2.5,16.45,2014,"2 stations, NA",measured data,PM10: NA, PM2.5:<75%,Environmental Protection Agency (EPA)
2745,Amr HI,USA,United States of America,"Harriman, TN",16.8069919691,2014,-,converted from PM2.5,9.1,2014,"1 station, NA",measured data,PM10: NA, PM2.5:<75%,Environmental Protection Agency (EPA)
2746,Amr HI,USA,United States of America,"Harrisburg-Carlisle, PA",18.2845297246,2014,-,converted from PM2.5,9.9,2014,"1 station, NA",measured data,PM10: NA, PM2.5:<75%,Environmental Protection Agency (EPA)
2747,Amr HI,USA,United States of America,"Harrisonburg, VA",16.0682230913,2014,-,converted from PM2.5,8.7,2014,"1 station, NA",measured data,PM10: NA, PM2.5:<75%,Environmental Protection Agency (EPA)
2748,Amr HI,USA,United States of America,"Hartford-West Hartford-East Hartford, CT",14.0366086775,2014,-,converted from PM2.5,7.6,2014,"2 stations, NA",measured data,PM10: NA, PM2.5:<75%,Environmental Protection Agency (EPA)
2749,Amr HI,USA,United States of America,"Hattiesburg, MS",18.838606383,2014,-,converted from PM2.5,10.2,2014,"1 station, NA",measured data,PM10: NA, PM2.5:<75%,Environmental Protection Agency (EPA)
2750,Amr HI,USA,United States of America,"Hazard,Perry,KY",15.514146433,2014,-,converted from PM2.5,8.4,2014,"1 station, NA",measured data,PM10: NA, PM2.5:<75%,Environmental Protection Agency (EPA)
2751,Amr HI,USA,United States of America,"Helena, MT",9.8810337401,2014,-,converted from PM2.5,5.35,2014,"2 stations, NA",measured data,PM10: NA, PM2.5:<75%,Environmental Protection Agency (EPA)
2752,Amr HI,USA,United States of America,"Hickory-Lenoir-Morganton, NC",16.8069919691,2014,-,converted from PM2.5,9.1,2014,"1 station, NA",measured data,PM10: NA, PM2.5:<75%,Environmental Protection Agency (EPA)
2753,Amr HI,USA,United States of America,"Hilo, HI",14.0366086775,2014,-,converted from PM2.5,7.6,2014,"4 stations, NA",measured data,PM10: NA, PM2.5:<75%,Environmental Protection Agency (EPA)
2754,Amr HI,USA,United States of America,"Honolulu, HI",7.8802013628,2014,-,converted from PM2.5,4.2666666667,2014,"3 stations, NA",measured data,PM10: NA, PM2.5:<75%,Environmental Protection Agency (EPA)
2755,Amr HI,USA,United States of America,"Hot Springs, AR",16.8069919691,2014,-,converted from PM2.5,9.1,2014,"1 station, NA",measured data,PM10: NA, PM2.5:<75%,Environmental Protection Agency (EPA)
2756,Amr HI,USA,United States of America,"Houma-Bayou Cane-Thibodaux, LA",13.8519164581,2014,-,converted from PM2.5,7.5,2014,"1 station, NA",measured data,PM10: NA, PM2.5:<75%,Environmental Protection Agency (EPA)
2757,Amr HI,USA,United States of America,"Houston-Sugar Land-Baytown, TX",18.838606383,2014,-,converted from PM2.5,10.2,2014,"5 stations, NA",measured data,PM10: NA, PM2.5:<75%,Environmental Protection Agency (EPA)
2758,Amr HI,USA,United States of America,"Huntington-Ashland, WV-KY-OH",16.0682230913,2014,-,converted from PM2.5,8.7,2014,"3 stations, NA",measured data,PM10: NA, PM2.5:<75%,Environmental Protection Agency (EPA)
2759,Amr HI,USA,United States of America,"Huntsville, AL",16.6222997497,2014,-,converted from PM2.5,9,2014,"1 station, NA",measured data,PM10: NA, PM2.5:<75%,Environmental Protection Agency (EPA)
2760,Amr HI,USA,United States of America,"Indianapolis-Carmel, IN",21.461235899,2014,-,converted from PM2.5,11.62,2014,"5 stations, NA",measured data,PM10: NA, PM2.5:<75%,Environmental Protection Agency (EPA)
2761,Amr HI,USA,United States of America,"Jackson, MS",17.9151452858,2014,-,converted from PM2.5,9.7,2014,"2 stations, NA",measured data,PM10: NA, PM2.5:<75%,Environmental Protection Agency (EPA)
2762,Amr HI,USA,United States of America,"Jackson, TN",15.3294542136,2014,-,converted from PM2.5,8.3,2014,"1 station, NA",measured data,PM10: NA, PM2.5:<75%,Environmental Protection Agency (EPA)
2763,Amr HI,USA,United States of America,"Jacksonville, FL",14.5906853358,2014,-,converted from PM2.5,7.9,2014,"2 stations, NA",measured data,PM10: NA, PM2.5:<75%,Environmental Protection Agency (EPA)
2764,Amr HI,USA,United States of America,"Jamestown-Dunkirk-Fredonia, NY",14.7753775553,2014,-,converted from PM2.5,8,2014,"1 station, NA",measured data,PM10: NA, PM2.5:<75%,Environmental Protection Agency (EPA)
2765,Amr HI,USA,United States of America,"Jamesville,Martin,NC",13.6672242386,2014,-,converted from PM2.5,7.4,2014,"1 station, NA",measured data,PM10: NA, PM2.5:<75%,Environmental Protection Agency (EPA)
2766,Amr HI,USA,United States of America,"Jasper, IN",20.5008363579,2014,-,converted from PM2.5,11.1,2014,"1 station, NA",measured data,PM10: NA, PM2.5:<75%,Environmental Protection Agency (EPA)
2767,Amr HI,USA,United States of America,"Johnstown, PA",21.0549130163,2014,-,converted from PM2.5,11.4,2014,"1 station, NA",measured data,PM10: NA, PM2.5:<75%,Environmental Protection Agency (EPA)
2768,Amr HI,USA,United States of America,"Juneau, AK",14.2213008969,2014,-,converted from PM2.5,7.7,2014,"1 station, NA",measured data,PM10: NA, PM2.5:<75%,Environmental Protection Agency (EPA)
2769,Amr HI,USA,United States of America,"Kalamazoo-Portage, MI",17.7304530663,2014,-,converted from PM2.5,9.6,2014,"1 station, NA",measured data,PM10: NA, PM2.5:<75%,Environmental Protection Agency (EPA)
2770,Amr HI,USA,United States of America,"Kalispell, MT",15.1447619941,2014,-,converted from PM2.5,8.2,2014,"1 station, NA",measured data,PM10: NA, PM2.5:<75%,Environmental Protection Agency (EPA)
2771,Amr HI,USA,United States of America,"Kansas City, MO-KS",16.2529153108,2014,-,converted from PM2.5,8.8,2014,"4 stations, NA",measured data,PM10: NA, PM2.5:<75%,Environmental Protection Agency (EPA)
2772,Amr HI,USA,United States of America,"Kapaa, HI",8.1264576554,2014,-,converted from PM2.5,4.4,2014,"1 station, NA",measured data,PM10: NA, PM2.5:<75%,Environmental Protection Agency (EPA)
2773,Amr HI,USA,United States of America,"Keene, NH",17.3610686274,2014,-,converted from PM2.5,9.4,2014,"1 station, NA",measured data,PM10: NA, PM2.5:<75%,Environmental Protection Agency (EPA)
2774,Amr HI,USA,United States of America,"Kenansville,Duplin,NC",14.4059931164,2014,-,converted from PM2.5,7.8,2014,"1 station, NA",measured data,PM10: NA, PM2.5:<75%,Environmental Protection Agency (EPA)
2775,Amr HI,USA,United States of America,"Kingsport-Bristol-Bristol, TN-VA",15.8835308719,2014,-,converted from PM2.5,8.6,2014,"1 station, NA",measured data,PM10: NA, PM2.5:<75%,Environmental Protection Agency (EPA)
2776,Amr HI,USA,United States of America,"Klamath Falls, OR",16.2529153108,2014,-,converted from PM2.5,8.8,2014,"1 station, NA",measured data,PM10: NA, PM2.5:<75%,Environmental Protection Agency (EPA)
2777,Amr HI,USA,United States of America,"Knoxville, TN",17.7612351029,2014,-,converted from PM2.5,9.6166666667,2014,"6 stations, NA",measured data,PM10: NA, PM2.5:<75%,Environmental Protection Agency (EPA)
2778,Amr HI,USA,United States of America,"La Crosse, WI-MN",14.9600697747,2014,-,converted from PM2.5,8.1,2014,"1 station, NA",measured data,PM10: NA, PM2.5:<75%,Environmental Protection Agency (EPA)
2779,Amr HI,USA,United States of America,"Laconia, NH",8.3111498748,2014,-,converted from PM2.5,4.5,2014,"1 station, NA",measured data,PM10: NA, PM2.5:<75%,Environmental Protection Agency (EPA)
2780,Amr HI,USA,United States of America,"Lafayette, IN",19.7620674802,2014,-,converted from PM2.5,10.7,2014,"1 station, NA",measured data,PM10: NA, PM2.5:<75%,Environmental Protection Agency (EPA)
2781,Amr HI,USA,United States of America,"Lafayette, LA",14.7753775553,2014,-,converted from PM2.5,8,2014,"1 station, NA",measured data,PM10: NA, PM2.5:<75%,Environmental Protection Agency (EPA)
2782,Amr HI,USA,United States of America,"Lake Charles, LA",13.20549369,2014,-,converted from PM2.5,7.15,2014,"2 stations, NA",measured data,PM10: NA, PM2.5:<75%,Environmental Protection Agency (EPA)
2783,Amr HI,USA,United States of America,"Lakeland, FL",12.9284553609,2014,-,converted from PM2.5,7,2014,"1 station, NA",measured data,PM10: NA, PM2.5:<75%,Environmental Protection Agency (EPA)
